60,"AFTON ELEMENTARY SCHOOL","New York","New York","NY ","AFTON ELEMENTARY SCHOOL",360240000010,"AFTON CENTRAL SCHOOL DISTRICT",3602400,"CHENANGO COUNTY",36017,"Reported 7 categories",36,"1986-2010",NULL,"29 ACADEMY ST","AFTON","NY ",13730,5,"PO BOX 5","AFTON","NY ",13730,5,6076398234,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?","?","?","?",42.229971,-75.527333,80101040002,80101040000,3624,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,"AFTON MIDDLE SCHOOL HIGH SCHOOL","New York","New York","NY ","AFTON MIDDLE SCHOOL HIGH SCHOOL",360240000011,"AFTON CENTRAL SCHOOL DISTRICT",3602400,"CHENANGO COUNTY",36017,"Reported 7 categories",36,"1986-2010",NULL,"29 ACADEMY ST","AFTON","NY ",13730,5,"PO BOX 5","AFTON","NY ",13730,5,6076398200,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?","?","?","?",42.229971,-75.527333,80101040003,80101040000,3624,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
190,"BAINBRIDGE-GUILFORD HIGH SCHOOL","New York","New York","NY ","BAINBRIDGE-GUILFORD HIGH SCHOOL",360381000123,"BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT",3603810,"CHENANGO COUNTY",36017,"Reported 7 categories",36,"1986-2010",NULL,"18 JULIAND ST","BAINBRIDGE","NY ",13733,1097,"18 JULIAND ST","BAINBRIDGE","NY ",13733,1097,6079676323,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","?","2-No","6-Not eligible for either TAS or SWP","?","?","?","?",42.293335,-75.484192,80201040001,80201040000,3624,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
839,"DELAWARE-CHENANGO-MADISON-OTSEGO BOCES","New York","New York","NY ","DELAWARE-CHENANGO-MADISON-OTSEGO BOCES",368026004629,"DELAWARE-CHENANGO-MADISON-OTSEGO BOCES",3680260,"CHENANGO COUNTY",36017,"Reported 7 categories",36,"1987-2010",1986,"6678 COUNTY RD 32","NORWICH","NY ",13815,3554,"6678 COUNTY RD 32","NORWICH","NY ",13815,3554,6073351233,"2-Special education school","4-Regional education services agency","1-Currently operational ","2-No","?","2-No","41-Rural: Fringe","?","?","?","?","?","?","?",42.585469,-75.521879,129000000000,129000000000,3624,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1376,"GREENE HIGH SCHOOL","New York","New York","NY ","GREENE HIGH SCHOOL",361275001052,"GREENE CENTRAL SCHOOL DISTRICT",3612750,"CHENANGO COUNTY",36017,"Reported 7 categories",36,"1986-2010",NULL,"40 SOUTH CANAL ST","GREENE","NY ",13778,1281,"40 S CANAL ST","GREENE","NY ",13778,1281,6076564161,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","2-No","1-Yes","1-Eligible for Title I TAS provides no program","?","?","?","?",42.326453,-75.774698,80601040003,80601040000,3624,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1377,"GREENE INTERMEDIATE SCHOOL","New York","New York","NY ","GREENE INTERMEDIATE SCHOOL",361275001051,"GREENE CENTRAL SCHOOL DISTRICT",3612750,"CHENANGO COUNTY",36017,"Reported 7 categories",36,"1986-2010",NULL,"105 ELEMENTARY LN","GREENE","NY ",13778,1281,"105 ELEMENTARY LN","GREENE","NY ",13778,1281,6076569891,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","1-Yes","1-Yes","3-Eligible for Title I SWP provides TAS program","?","?","?","?",42.331463,-75.753872,80601040002,80601040000,3624,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1378,"GREENE MIDDLE SCHOOL","New York","New York","NY ","GREENE MIDDLE SCHOOL",361275004686,"GREENE CENTRAL SCHOOL DISTRICT",3612750,"CHENANGO COUNTY",36017,"Reported 7 categories",36,"1988-2010","1986-1987","40 SOUTH CANAL ST","GREENE","NY ",13778,1281,"40 S CANAL ST","GREENE","NY ",13778,1281,6076564161,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","1-Yes","1-Yes","3-Eligible for Title I SWP provides TAS program","?","?","?","?",42.326453,-75.774698,80601040004,80601040000,3624,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1379,"GREENE PRIMARY SCHOOL","New York","New York","NY ","GREENE PRIMARY SCHOOL",361275001546,"GREENE CENTRAL SCHOOL DISTRICT",3612750,"CHENANGO COUNTY",36017,"Reported 7 categories",36,"1995-2010","1986-1994","127 ELEMENTARY LN","GREENE","NY ",13778,1281,"127 ELEMENTARY LN","GREENE","NY ",13778,1281,6076565174,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","1-Yes","1-Yes","3-Eligible for Title I SWP provides TAS program","?","?","?","?",42.332745,-75.753387,80601040001,80601040000,3624,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1381,"GREENLAWN ELEMENTARY SCHOOL","New York","New York","NY ","GREENLAWN ELEMENTARY SCHOOL",360381000124,"BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT",3603810,"CHENANGO COUNTY",36017,"Reported 7 categories",36,"1986-2010",NULL,"43 GREENLAWN AVE","BAINBRIDGE","NY ",13733,1097,"43 GREENLAWN AVE","BAINBRIDGE","NY ",13733,1097,6079676301,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","1-Yes","1-Yes","3-Eligible for Title I SWP provides TAS program","?","?","?","?",42.29854,-75.48145,80201040002,80201040000,3624,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1409,"GUILFORD ELEMENTARY SCHOOL","New York","New York","NY ","GUILFORD ELEMENTARY SCHOOL",360381000125,"BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT",3603810,"CHENANGO COUNTY",36017,"Reported 7 categories",36,"1986-2010",NULL,"138 SCHOOL ST","GUILFORD","NY ",13780,216,"138 SCHOOL ST","GUILFORD","NY ",13780,216,6078956700,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","1-Yes","1-Yes","3-Eligible for Title I SWP provides TAS program","?","?","?","?",42.405522,-75.489089,80201040003,80201040000,3624,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
