56,"ADDISON HIGH SCHOOL","New York","New York","NY ","ADDISON HIGH SCHOOL",360237000007,"ADDISON CENTRAL SCHOOL DISTRICT",3602370,"STEUBEN COUNTY",36101,"Reported 7 categories",36,"1986-2010",NULL,"1 COLWELL ST","ADDISON","NY ",14801,1398,"1 COLWELL ST","ADDISON","NY ",14801,1398,6073592241,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?",18500,"?","?",42.105655,-77.232765,570101040002,570101040000,3629,"2-No","?",0,0,0,0,0,0,0,0,0,91,81,104,82,87,84,44
180,"AVOCA CENTRAL SCHOOL","New York","New York","NY ","AVOCA CENTRAL SCHOOL",360363000117,"AVOCA CENTRAL SCHOOL DISTRICT",3603630,"STEUBEN COUNTY",36101,"Reported 7 categories",36,"1986-2010",NULL,"1729 OLIVER ST","AVOCA","NY ",14809,517,"PO BOX G","AVOCA","NY ",14809,517,6075662221,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","1-Yes","1-Yes","3-Eligible for Title I SWP provides TAS program","?",18500,"?","?",42.410962,-77.416898,570201040002,570201040000,3629,"2-No","?",0,0,28,35,35,38,44,27,32,43,35,38,34,37,44,50
150,"ARKPORT CENTRAL SCHOOL","New York","New York","NY ","ARKPORT CENTRAL SCHOOL",360324000085,"ARKPORT CENTRAL SCHOOL DISTRICT",3603240,"STEUBEN COUNTY",36101,"Reported 7 categories",36,"1986-2010",NULL,"35 EAST AVE","ARKPORT","NY ",14807,70,"PO BOX 70","ARKPORT","NY ",14807,70,6072959823,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","33-Town: Remote","2-No","1-Yes","2-Eligible for Title I TAS provides TAS program","?",18500,"?","?",42.394523,-77.689706,571901040004,571901040000,3629,"2-No","?",0,0,34,36,41,37,37,33,43,34,54,32,49,40,44,47
498,"CAMPBELL-SAVONA ELEMENTARY SCHOOL","New York","New York","NY ","CAMPBELL-SAVONA ELEMENTARY SCHOOL",360002000325,"CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT",3600020,"STEUBEN COUNTY",36101,"Reported 7 categories",36,"1992-2010","1986-1991","64 EAST LAMOKA AVE","SAVONA","NY ",14879,9518,"64 E LAMOKA AVE","SAVONA","NY ",14879,9518,6075279800,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","1-Yes","1-Yes","3-Eligible for Title I SWP provides TAS program","?",18500,"?","?",42.289224,-77.214451,570603040001,570603040000,3629,"2-No","?",0,0,59,56,61,61,74,57,60,0,0,0,0,0,0,37
499,"CAMPBELL-SAVONA JUNIOR/SENIOR HIGH SCHOOL","New York","New York","NY ","CAMPBELL-SAVONA JUNIOR/SENIOR HIGH SCHOOL",360002000326,"CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT",3600020,"STEUBEN COUNTY",36101,"Reported 7 categories",36,"1992-2010","1986-1991","8455 COUNTYROUTE 125","CAMPBELL","NY ",14821,9518,"8455 COUNTY RT 125","CAMPBELL","NY ",14821,9518,6075279800,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","2-No","1-Yes","2-Eligible for Title I TAS provides TAS program","?",18500,"?","?",42.233523,-77.197974,570603040002,570603040000,3629,"2-No","?",0,0,0,0,0,0,0,0,0,61,75,75,65,90,69,35
489,"CALVIN U SMITH ELEMENTARY SCHOOL","New York","New York","NY ","CALVIN U SMITH ELEMENTARY SCHOOL",360840000625,"CORNING CITY SCHOOL DISTRICT",3608400,"STEUBEN COUNTY",36101,"Reported 7 categories",36,"1986-2010",NULL,"3414 STANTON ST","PAINTED POST","NY ",14870,1599,"3414 STANTON ST","PAINTED POST","NY ",14870,1599,6079364156,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","32-Town: Distant","1-Yes","1-Yes","3-Eligible for Title I SWP provides TAS program","?",18500,"?","?",42.161452,-77.082813,571000010003,571000010000,3629,"2-No","?",0,0,52,55,55,39,42,54,0,0,0,0,0,0,0,21
516,"CANISTEO-GREENWOOD HIGH SCHOOL","New York","New York","NY ","CANISTEO-GREENWOOD HIGH SCHOOL",360012400426,"CANISTEO-GREENWOOD CSD",3600124,"STEUBEN COUNTY",36101,"Reported 7 categories",36,"2004-2010","1986-2003","84 GREENWOOD ST","CANISTEO","NY ",14823,1299,"84 GREENWOOD ST","CANISTEO","NY ",14823,1299,6076984225,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","?","2-No","6-Not eligible for either TAS or SWP","?",18500,"?","?",42.26542,-77.608727,571502060001,571502060000,3629,"2-No","?",0,0,0,0,0,0,0,0,0,0,0,75,69,76,78,27
515,"CANISTEO-GREENWOOD ELEMENTARY SCHOOL","New York","New York","NY ","CANISTEO-GREENWOOD ELEMENTARY SCHOOL",360012400425,"CANISTEO-GREENWOOD CSD",3600124,"STEUBEN COUNTY",36101,"Reported 7 categories",36,"2004-2010","1986-2003","120 GREENWOOD ST","CANISTEO","NY ",14823,1298,"120 GREENWOOD ST","CANISTEO","NY ",14823,1298,6076984225,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","1-Yes","1-Yes","3-Eligible for Title I SWP provides TAS program","?",18500,"?","?",42.262368,-77.611223,571502060002,571502060000,3629,"2-No","?",0,0,73,76,59,74,68,0,0,0,0,0,0,0,0,34
517,"CANISTEO-GREENWOOD MIDDLE SCHOOL","New York","New York","NY ","CANISTEO-GREENWOOD MIDDLE SCHOOL",360012405739,"CANISTEO-GREENWOOD CSD",3600124,"STEUBEN COUNTY",36101,"Reported 7 categories",36,"2004-2010","1986-2003","1 HOLLYWOOD BLVDMAIN ST","GREENWOOD","NY ",14839,936,"1 HOLLYWOOD BLVD-MAIN ST","GREENWOOD","NY ",14839,936,6076984225,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","43-Rural: Remote","1-Yes","1-Yes","3-Eligible for Title I SWP provides TAS program","?",18500,"?","?",42.13286,-77.650663,571502060003,571502060000,3629,"2-No","?",0,0,0,0,0,0,0,71,85,64,62,0,0,0,0,22
448,"BRYANT SCHOOL","New York","New York","NY ","BRYANT SCHOOL",361482001230,"HORNELL CITY SCHOOL DISTRICT",3614820,"STEUBEN COUNTY",36101,"Reported 7 categories",36,"1986-2010",NULL,"173 TERRY ST","HORNELL","NY ",14843,2306,"173 TERRY ST","HORNELL","NY ",14843,2306,6073242171,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","33-Town: Remote","1-Yes","1-Yes","3-Eligible for Title I SWP provides TAS program","?",18500,"?","?",42.319772,-77.650405,571800010002,571800010000,3629,"2-No","?",0,0,1,0,138,100,0,0,0,0,0,0,0,0,0,18
