15,"ABRAHAM LINCOLN ELEMENTARY SCHOOL","New York","New York","NY ","ABRAHAM LINCOLN ELEMENTARY SCHOOL",361563001352,"JAMESTOWN CITY SCHOOL DISTRICT",3615630,"CHAUTAUQUA COUNTY",36013,"Reported 7 categories",36,"1986-2010",NULL,"301 FRONT ST","JAMESTOWN","NY ",14701,6286,"301 FRONT ST","JAMESTOWN","NY ",14701,6286,7164834412,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","33-Town: Remote","1-Yes","1-Yes","3-Eligible for Title I SWP provides TAS program","?",27460,"?","?",42.092438,-79.252797,61700010011,61700010000,3627,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
260,"BEMUS ELEMENTARY SCHOOL","New York","New York","NY ","BEMUS ELEMENTARY SCHOOL",360453000199,"BEMUS POINT CENTRAL SCHOOL DISTRICT",3604530,"CHAUTAUQUA COUNTY",36013,"Reported 7 categories",36,"1986-2010",NULL,"41 LIBERTY ST","BEMUS POINT","NY ",14712,468,"PO BOX 468","BEMUS POINT","NY ",14712,468,7163863795,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","41-Rural: Fringe","2-No","1-Yes","2-Eligible for Title I TAS provides TAS program","?",27460,"?","?",42.1608,-79.389469,61001040001,61001040000,3627,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
349,"BROCTON ELEMENTARY SCHOOL","New York","New York","NY ","BROCTON ELEMENTARY SCHOOL",360561000288,"BROCTON CENTRAL SCHOOL DISTRICT",3605610,"CHAUTAUQUA COUNTY",36013,"Reported 7 categories",36,"1986-2010",NULL,"138 WEST MAIN ST","BROCTON","NY ",14716,9779,"138 W MAIN ST","BROCTON","NY ",14716,9779,7167922102,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","32-Town: Distant","1-Yes","1-Yes","3-Eligible for Title I SWP provides TAS program","?",27460,"?","?",42.384851,-79.452625,62301040002,62301040000,3627,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
350,"BROCTON MIDDLE HIGH SCHOOL","New York","New York","NY ","BROCTON MIDDLE HIGH SCHOOL",360561000289,"BROCTON CENTRAL SCHOOL DISTRICT",3605610,"CHAUTAUQUA COUNTY",36013,"Reported 7 categories",36,"1986-2010",NULL,"138 WEST MAIN ST","BROCTON","NY ",14716,9779,"138 W MAIN ST","BROCTON","NY ",14716,9779,7167922189,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","32-Town: Distant","1-Yes","1-Yes","3-Eligible for Title I SWP provides TAS program","?",27460,"?","?",42.384851,-79.452625,62301040003,62301040000,3627,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
525,"CARLYLE C RING ELEMENTARY SCHOOL","New York","New York","NY ","CARLYLE C RING ELEMENTARY SCHOOL",361563001345,"JAMESTOWN CITY SCHOOL DISTRICT",3615630,"CHAUTAUQUA COUNTY",36013,"Reported 7 categories",36,"1986-2010",NULL,"333 BUFFALO ST","JAMESTOWN","NY ",14701,1799,"333 BUFFALO ST","JAMESTOWN","NY ",14701,1799,7164834407,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","33-Town: Remote","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?",27460,"?","?",42.109467,-79.225971,61700010001,61700010000,3627,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
542,"CASSADAGA ELEMENTARY SCHOOL","New York","New York","NY ","CASSADAGA ELEMENTARY SCHOOL",360666000450,"CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT",3606660,"CHAUTAUQUA COUNTY",36013,"Reported 7 categories",36,"1986-2010",NULL,"175 MAPLE AVE","CASSADAGA","NY ",14718,386,"PO BOX 540","SINCLAIRVILLE","NY ",14782,386,7165953070,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","1-Yes","1-Yes","3-Eligible for Title I SWP provides TAS program","?",27460,"?","?",42.339749,-79.317008,60401040002,60401040000,3627,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
543,"CASSADAGA VALLEY HIGH SCHOOL","New York","New York","NY ","CASSADAGA VALLEY HIGH SCHOOL",360666000451,"CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT",3606660,"CHAUTAUQUA COUNTY",36013,"Reported 7 categories",36,"1986-2010",NULL,"5935ROUTE 60","SINCLAIRVILLE","NY ",14782,540,"PO BOX 540","SINCLAIRVILLE","NY ",14782,540,7169628581,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","1-Yes","1-Yes","3-Eligible for Title I SWP provides TAS program","?",27460,"?","?",42.25811,-79.281911,60401040006,60401040000,3627,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
619,"CHAUTAUQUA LAKE ELEMENTARY SCHOOL","New York","New York","NY ","CHAUTAUQUA LAKE ELEMENTARY SCHOOL",360001801938,"CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT",3600018,"CHAUTAUQUA COUNTY",36013,"Reported 7 categories",36,"1996-2010","1986-1995","100 NORTH ERIE ST","MAYVILLE","NY ",14757,1098,"100 N ERIE ST","MAYVILLE","NY ",14757,1098,7167535841,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","2-No","1-Yes","2-Eligible for Title I TAS provides TAS program","?",27460,"?","?",42.251145,-79.500926,60503040002,60503040000,3627,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
620,"CHAUTAUQUA LAKE SECONDARY SCHOOL","New York","New York","NY ","CHAUTAUQUA LAKE SECONDARY SCHOOL",360001801936,"CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT",3600018,"CHAUTAUQUA COUNTY",36013,"Reported 7 categories",36,"1996-2010","1986-1995","100 NORTH ERIE ST","MAYVILLE","NY ",14757,1098,"100 N ERIE ST","MAYVILLE","NY ",14757,1098,7167535882,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","2-No","1-Yes","2-Eligible for Title I TAS provides TAS program","?",27460,"?","?",42.251145,-79.500926,60503040001,60503040000,3627,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
699,"CLINTON V BUSH ELEMENTARY SCHOOL","New York","New York","NY ","CLINTON V BUSH ELEMENTARY SCHOOL",361563001346,"JAMESTOWN CITY SCHOOL DISTRICT",3615630,"CHAUTAUQUA COUNTY",36013,"Reported 7 categories",36,"1986-2010",NULL,"150 PARDEE AVE","JAMESTOWN","NY ",14701,7106,"150 PARDEE AVE","JAMESTOWN","NY ",14701,7106,7164834401,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","33-Town: Remote","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?",27460,"?","?",42.092283,-79.215839,61700010003,61700010000,3627,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
704,"CLYMER CENTRAL SCHOOL","New York","New York","NY ","CLYMER CENTRAL SCHOOL",360789000562,"CLYMER CENTRAL SCHOOL DISTRICT",3607890,"CHAUTAUQUA COUNTY",36013,"Reported 7 categories",36,"1986-2010",NULL,"8672 EAST MAIN ST","CLYMER","NY ",14724,9784,"PO BOX 580","CLYMER","NY ",14724,9784,7163554444,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","42-Rural: Distant","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?",27460,"?","?",42.020881,-79.626676,60701040003,60701040000,3627,"2-No","?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
