201,"BARD HIGH SCHOOL EARLY COLLEGE","New York","New York","NY ","BARD HIGH SCHOOL EARLY COLLEGE",360007605621,"NEW YORK CITY GEOGRAPHIC DISTRICT # 1",3600076,"NEW YORK COUNTY",36061,"Reported 7 categories",36,"2004-2010","1986-2003","525 EAST HOUSTON ST","NEW YORK","NY ",10002,NULL,"525 E HOUSTON ST","NEW YORK","NY ",10002,NULL,2129958479,"1-Regular school","2-Local school district component of supervisory union","1-Currently operational ","2-No","?","2-No","11-City: Large","2-No","1-Yes","1-Eligible for Title I TAS provides no program","?",35620,"New York-Newark-Bridgeport, NY-NJ-CT-PA",408,40.718702,-73.975123,310100011696,310100010000,3612,"2-No","?",0,0,0,0,0,0,0,0,0,0,0,184,162,128,143,30
113,"AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL","New York","New York","NY ","AMERICAN SIGN LANGUAGE & ENGLISH SCHOOL",360007704454,"NEW YORK CITY GEOGRAPHIC DISTRICT # 2",3600077,"NEW YORK COUNTY",36061,"Reported 7 categories",36,"2005-2010","1986-2004","225 EAST 23RD ST","NEW YORK","NY ",10010,NULL,"225 E 23RD ST","NEW YORK","NY ",10010,NULL,9173266668,"1-Regular school","2-Local school district component of supervisory union","1-Currently operational ","2-No","?","2-No","11-City: Large","2-No","1-Yes","2-Eligible for Title I TAS provides TAS program","?",35620,"New York-Newark-Bridgeport, NY-NJ-CT-PA",408,40.738156,-73.981532,310200010047,310200010000,3614,"2-No","?",0,0,0,0,0,0,0,0,0,0,0,49,61,38,22,18
213,"BATTERY PARK CITY SCHOOL","New York","New York","NY ","BATTERY PARK CITY SCHOOL",360007706158,"NEW YORK CITY GEOGRAPHIC DISTRICT # 2",3600077,"NEW YORK COUNTY",36061,"Reported 7 categories",36,"2009-2010","1986-2008","55 BATTERY PLACE","NEW YORK","NY ",10011,NULL,"55 BATTERY PL","NEW YORK","NY ",10011,NULL,2123741431,"1-Regular school","2-Local school district component of supervisory union","1-Currently operational ","2-No","?","2-No","11-City: Large","2-No","1-Yes","1-Eligible for Title I TAS provides no program","?",35620,"New York-Newark-Bridgeport, NY-NJ-CT-PA",408,40.706319,-74.0178,310200010276,310200010000,3608,"2-No","?",0,0,105,104,70,54,0,0,87,62,0,0,0,0,0,33
114,"AMERICAN SIGN LANGUAGE AND ENGLISH LOWER SCHOOL","New York","New York","NY ","AMERICAN SIGN LANGUAGE AND ENGLISH LOWER SCHOOL",360007705767,"NEW YORK CITY GEOGRAPHIC DISTRICT # 2",3600077,"NEW YORK COUNTY",36061,"Reported 7 categories",36,"2005-2010","1986-2004","225 EAST 23RD ST","NEW YORK","NY ",10010,NULL,"225 E 23RD ST","NEW YORK","NY ",10010,NULL,9143266609,"1-Regular school","2-Local school district component of supervisory union","1-Currently operational ","2-No","?","2-No","11-City: Large","2-No","1-Yes","2-Eligible for Title I TAS provides TAS program","?",35620,"New York-Newark-Bridgeport, NY-NJ-CT-PA",408,40.738156,-73.981532,310200010347,310200010000,3614,"2-No","?",0,0,14,23,11,10,11,17,16,17,27,0,0,0,0,43
210,"BARUCH COLLEGE CAMPUS HIGH SCHOOL","New York","New York","NY ","BARUCH COLLEGE CAMPUS HIGH SCHOOL",360007702856,"NEW YORK CITY GEOGRAPHIC DISTRICT # 2",3600077,"NEW YORK COUNTY",36061,"Reported 7 categories",36,"2005-2010","1986-2004","55 EAST 25TH ST","NEW YORK","NY ",10010,NULL,"55 E 25TH ST","NEW YORK","NY ",10010,NULL,2126837440,"1-Regular school","2-Local school district component of supervisory union","1-Currently operational ","2-No","?","2-No","11-City: Large","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?",35620,"New York-Newark-Bridgeport, NY-NJ-CT-PA",408,40.741845,-73.986172,310200011411,310200010000,3614,"2-No","?",0,0,0,0,0,0,0,0,0,0,0,110,108,118,96,25
218,"BAYARD RUSTIN EDUCATIONAL COMPLEX","New York","New York","NY ","BAYARD RUSTIN EDUCATIONAL COMPLEX",360007704401,"NEW YORK CITY GEOGRAPHIC DISTRICT # 2",3600077,"NEW YORK COUNTY",36061,"Reported 7 categories",36,"2005-2010","1986-2004","351 WEST 18TH ST","NEW YORK","NY ",10011,4498,"351 W 18TH ST","NEW YORK","NY ",10011,4498,2126755350,"1-Regular school","2-Local school district component of supervisory union","1-Currently operational ","2-No","?","2-No","11-City: Large","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?",35620,"New York-Newark-Bridgeport, NY-NJ-CT-PA",408,40.742901,-74.00209,310200011440,310200010000,3608,"2-No","?",0,0,0,0,0,0,0,0,0,0,0,3,27,27,143,17
194,"BALLET TECH/NYC PS FOR DANCE","New York","New York","NY ","BALLET TECH/NYC PS FOR DANCE",360007705112,"NEW YORK CITY GEOGRAPHIC DISTRICT # 2",3600077,"NEW YORK COUNTY",36061,"Reported 7 categories",36,"2005-2010","1986-2004","890 BROADWAY","NEW YORK","NY ",10003,NULL,"890 BROADWAY","NEW YORK","NY ",10003,NULL,2122541803,"3-Vocational school","2-Local school district component of supervisory union","1-Currently operational ","2-No","?","2-No","11-City: Large","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?",35620,"New York-Newark-Bridgeport, NY-NJ-CT-PA",408,40.73849,-73.989855,310200011442,310200010000,3614,"2-No","?",0,0,0,0,0,0,43,36,31,23,21,0,0,0,0,9
156,"ART AND DESIGN HIGH SCHOOL","New York","New York","NY ","ART AND DESIGN HIGH SCHOOL",360007701911,"NEW YORK CITY GEOGRAPHIC DISTRICT # 2",3600077,"NEW YORK COUNTY",36061,"Reported 7 categories",36,"2005-2010","1986-2004","1075 2ND AVE","NEW YORK","NY ",10022,2801,"1075 2ND AVE","NEW YORK","NY ",10022,2801,2127524340,"3-Vocational school","2-Local school district component of supervisory union","1-Currently operational ","2-No","?","2-No","11-City: Large","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?",35620,"New York-Newark-Bridgeport, NY-NJ-CT-PA",408,40.759036,-73.965557,310200011630,310200010000,3614,"2-No","?",0,0,0,0,0,0,0,0,0,0,0,345,302,334,361,73
35,"ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY SCHOOL","New York","New York","NY ","ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY SCHOOL",360007902927,"NEW YORK CITY GEOGRAPHIC DISTRICT # 4",3600079,"NEW YORK COUNTY",36061,"Reported 7 categories",36,"2005-2010","1986-2004","410 EAST 100TH STBLDG 99","NEW YORK","NY ",10029,6604,"410 E 100TH ST-BLDG 99","NEW YORK","NY ",10029,6604,2128605854,"1-Regular school","2-Local school district component of supervisory union","1-Currently operational ","2-No","?","2-No","11-City: Large","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?",35620,"New York-Newark-Bridgeport, NY-NJ-CT-PA",408,40.78547,-73.942071,310400011635,310400010000,3615,"2-No","?",0,0,0,0,0,0,0,0,0,0,0,16,72,49,61,14
112,"AMBER CHARTER SCHOOL","New York","New York","NY ","AMBER CHARTER SCHOOL",360003904439,"AMBER CHARTER SCHOOL",3600039,"NEW YORK COUNTY",36061,"Reported 7 categories",36,"2000-2010","1986-1999","220 EAST 106TH ST","NEW YORK","NY ",10029,4007,"220 E 106TH ST","NEW YORK","NY ",10029,4007,2125349667,"1-Regular school","7-Charter school agency","1-Currently operational ","1-Yes","2-No","2-No","11-City: Large","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?",35620,"New York-Newark-Bridgeport, NY-NJ-CT-PA",408,40.791321,-73.944238,310400860806,310400860806,3615,"2-No","?",0,0,86,81,90,76,59,51,0,0,0,0,0,0,0,26
29,"ACADEMY FOR SOCIAL ACTION-A COLLEGE BOARD SCHOOL","New York","New York","NY ","ACADEMY FOR SOCIAL ACTION-A COLLEGE BOARD SCHOOL",360008105945,"NEW YORK CITY GEOGRAPHIC DISTRICT # 5",3600081,"NEW YORK COUNTY",36061,"Reported 7 categories",36,"2007-2010","1986-2006","509 WEST 129TH ST","NEW YORK","NY ",10027,NULL,"509 W 129TH ST","NEW YORK","NY ",10027,NULL,2122343102,"1-Regular school","2-Local school district component of supervisory union","1-Currently operational ","2-No","?","2-No","11-City: Large","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?",35620,"New York-Newark-Bridgeport, NY-NJ-CT-PA",408,40.815232,-73.955128,310500011367,310500010000,3615,"2-No","?",0,0,0,0,0,0,0,0,25,52,60,92,79,74,43,30
117,"AMISTAD DUAL LANGUAGE SCHOOL","New York","New York","NY ","AMISTAD DUAL LANGUAGE SCHOOL",360008305643,"NEW YORK CITY GEOGRAPHIC DISTRICT # 6",3600083,"NEW YORK COUNTY",36061,"Reported 7 categories",36,"2004-2010","1986-2003","4862 BROADWAY","NEW YORK","NY ",10034,NULL,"4862 BROADWAY","NEW YORK","NY ",10034,NULL,2125448021,"1-Regular school","2-Local school district component of supervisory union","1-Currently operational ","2-No","?","2-No","11-City: Large","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?",35620,"New York-Newark-Bridgeport, NY-NJ-CT-PA",408,40.866822,-73.923494,310600010311,310600010000,3615,"2-No","?",0,0,50,50,50,52,50,45,44,45,45,0,0,0,0,27
